ID,Category,Name,Alt_Name,Description,Can_Own,Min_Status_Name,Max_Status_Name,Min_Status_Level,Max_Status_Level
100000000054,Arts,Choirmaster,,trains a choir and orchestrates their singing when they perform.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Commoner, Adventurer, Sailor, Guard, Entertainer",4,4
100000000055,Arts,Clown,,comic entertainer who wears a traditional costume and exaggerated makeup.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Commoner, Adventurer, Sailor, Guard, Entertainer",4,4
100000000056,Arts,Comedian,,entertainer whose act is designed to make an audience laugh.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",4,7
100000000057,Arts,Conductor,,directs the performance of an orchestra.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",4,7
100000000058,Arts,Contortionist,,twists and bends their body into strange and unnatural positions.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Commoner, Adventurer, Sailor, Guard, Entertainer",4,4
100000000059,Arts,Curator,,keeper and custodian of a museum or other collections of precious items.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",4,7
100000000060,Arts,Costumer,,makes theatrical costumes.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",4,7
100000000061,Arts,Dancer,,moves their body rhythmically with or without musical accompaniment.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Commoner, Adventurer, Sailor, Guard, Entertainer",4,4
100000000062,Arts,Equilibrist,,performs balancing feats,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Commoner, Adventurer, Sailor, Guard, Entertainer",4,4
100000000063,Arts,Fashion Designer,,"applies design, aesthetics and natural beauty to garments and their accessories.",0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",4,7
100000000064,Arts,Gladiator,,"fights against other people, wild animals, or monsters in an arena.",0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",4,7
100000000065,Arts,Glasspainter,,produces colorful designs on or in glass.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Commoner, Adventurer, Sailor, Guard, Entertainer",4,4
100000000066,Arts,Jester,,"professional joker or “fool” at court, typically wearing a cap with bells on it and carrying a mock scepter.",0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Commoner, Adventurer, Sailor, Guard, Entertainer",4,4
100000000067,Arts,Juggler,,keeps several objects in motion in the air at the same time by alternately tossing and catching them.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Commoner, Adventurer, Sailor, Guard, Entertainer",4,4
100000000068,Arts,Illuminator,,paints and calligraphs to adorn or enlighten scrolls and manuscripts.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Commoner, Adventurer, Sailor, Guard, Entertainer",4,4
100000000069,Arts,Limner,,paints portraits or miniatures.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Commoner, Adventurer, Sailor, Guard, Entertainer",4,4
100000000070,Arts,Makeup Artist,,"applies cosmetics to models, actors, nobles, etc.",0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Commoner, Adventurer, Sailor, Guard, Entertainer",4,4
100000000071,Arts,Minstrel,,recites lyric or heroic poetry for nobility.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Commoner, Adventurer, Sailor, Guard, Entertainer",4,4
100000000072,Arts,Model,,"poses as a subject for an artist, fashion designer, or sculptor.",0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Commoner, Adventurer, Sailor, Guard, Entertainer",4,4
100000000073,Arts,Musician,,plays a musical instrument.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",4,7
100000000074,Arts,Painter,,paints pictures.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",4,7
100000000075,Arts,Playwright,,writes plays or musicals,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",4,7
100000000076,Arts,Poet,,"writes ballads, epics, sonnets, or other forms of poetry.",0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",4,7
100000000077,Arts,Ringmaster,,master of ceremony who introduces the circus acts to the audience.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",4,7
100000000078,Arts,Ropewalker,,walks along a tightrope to entertain others.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Commoner, Adventurer, Sailor, Guard, Entertainer",4,4
100000000079,Arts,Sculptor,,"crafts art by carving or casting blocks of marble, stones, or other hardened minerals.",0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Commoner, Adventurer, Sailor, Guard, Entertainer",4,4
100000000080,Arts,Singer,,sings with or without instrumental accompaniment.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",4,7
100000000081,Arts,Skald,,composes and recites poems honoring heroes and their deeds.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Commoner, Adventurer, Sailor, Guard, Entertainer",4,4
100000000082,Arts,Magician,,deceives their audience with seemingly impossible feats while using only natural means.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",4,7
100000000083,Arts,Stuntman,Stuntwoman,performs dangerous stunts for their audience.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Commoner, Adventurer, Sailor, Guard, Entertainer",4,4
100000000084,Arts,Tattooist,,"illustrates the skin with indelible patterns, pictures, legends, etc.",0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Commoner, Adventurer, Sailor, Guard, Entertainer",4,4
100000000085,Arts,Director,,supervises and orchestrates the mounting of a theatre production by unifying various endeavors and aspects of production.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",4,7
100000000086,Arts,Wrestler,,performs in matches involving grappling and grappling-type techniques.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",4,7
100000000087,Arts,Writer,,"commits his or her thoughts, ideas, etc., into written language.",0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",4,7
100000000088,Business_Trade,Accountant,,keeps and inspects financial accounts.,1,"Commoner, Adventurer, Sailor, Guard, Entertainer","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",4,7
100000000089,Business_Trade,Actuary,,compiles and analyzes statistics and uses them to calculate risk.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Master craftsman, Artisan, Miller, Scout",4,6
100000000090,Business_Trade,Animal Collector,,collects and deals in rare and exotic animals and monsters.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",4,7
100000000091,Business_Trade,Business Owner,,owns a business entity in an attempt to profit from its successful operations.,1,"Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",7,7
100000000092,Business_Trade,Debt Collector,,recovers money owed on delinquent accounts.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Commoner, Adventurer, Sailor, Guard, Entertainer",4,4
100000000093,Business_Trade,Draper,,an alcohol merchant.,1,"Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer","Master merchant, Councilor, Paladin, Cleric",7,9
100000000094,Business_Trade,Appraiser,,assesses the monetary value of something.,0,"Guild apprentice, Journeyman, Militia member","Master merchant, Councilor, Paladin, Cleric",5,9
100000000095,Business_Trade,Auctioneer,,conducts auctions by accepting bids and declaring goods sold.,0,"Guild apprentice, Journeyman, Militia member","Master merchant, Councilor, Paladin, Cleric",5,9
100000000096,Business_Trade,Banker,,an officer or owner of a bank or group of banks.,1,"Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer","Master merchant, Councilor, Paladin, Cleric",7,9
100000000097,Business_Trade,Bagniokeeper,,owner of a bath house or brothel.,1,"Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer","Master merchant, Councilor, Paladin, Cleric",7,9
100000000098,Business_Trade,Bookkeeper,,keeps records of financial affairs.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Master craftsman, Artisan, Miller, Scout",4,6
100000000099,Business_Trade,Chandler,,deals in provisions and supplies.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Master craftsman, Artisan, Miller, Scout",4,6
100000000100,Business_Trade,Collector,,"collects things of a specified type, professionally or as a hobby.",0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Master merchant, Councilor, Paladin, Cleric",4,9
100000000101,Business_Trade,Entrepreneur,,"organizes and operates a business or businesses, taking on greater than normal financial risks in order to do so.",0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",4,7
100000000102,Business_Trade,Grocer,,a food merchant.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",4,7
100000000103,Business_Trade,Guild Master,,leads an economically independent producer,0,"Guild leader, Bishop, Bandit King, Ranger, Corsair, Low Government","Guild leader, Bishop, Bandit King, Ranger, Corsair, Low Government",8,8
100000000104,Business_Trade,Innkeeper,,owns and runs an inn.,1,"Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",7,7
100000000105,Business_Trade,Land Lord,Land Lady,owns and manages land and the buildings and businesses built upon them.,1,"Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer","Guild leader, Bishop, Bandit King, Ranger, Corsair, Low Government",7,8
100000000106,Business_Trade,Land Surveyor,,establishes maps and boundaries for ownership or other purposes required by government or civil law.,0,"Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer","Guild leader, Bishop, Bandit King, Ranger, Corsair, Low Government",7,8
100000000107,Business_Trade,Merchant,,sells and trades goods.,0,"Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer","Master merchant, Councilor, Paladin, Cleric",7,9
100000000108,Business_Trade,Moneychanger,,exchanges one currency for another.,0,"Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",7,7
100000000109,Business_Trade,Moneylender,,lends money to others who pay interest.,1,"Commoner, Adventurer, Sailor, Guard, Entertainer","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",4,7
100000000110,Business_Trade,Peddler ,,travels from place to place selling assorted items.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Guild apprentice, Journeyman, Militia member",4,5
100000000111,Business_Trade,Pimp,Madame,"controls prostitutes and arranges clients for them, taking part of their earnings in return.",1,"Serf, Kobold, Goblin, Bandit","Serf, Kobold, Goblin, Bandit",2,2
100000000112,Business_Trade,Plantation Owner,,"an owner of an estate on which crops are cultivated by resident labor, typically slave labor.",1,"Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer","Guild leader, Bishop, Bandit King, Ranger, Corsair, Low Government",7,8
100000000113,Business_Trade,Speculator,,"invests in stocks, property, or other ventures in the hope of making a profit.",0,"Master craftsman, Artisan, Miller, Scout","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",6,7
100000000114,Business_Trade,Thriftdealer,,deals in secondhand items.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Guild apprentice, Journeyman, Militia member",4,5
100000000115,Business_Trade,Tradesman,,deals exclusively in bartering.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Guild apprentice, Journeyman, Militia member",4,5
100000000116,Business_Trade,Vendor,,deals items in the street.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Guild apprentice, Journeyman, Militia member",4,5
100000000117,Communications,Billboardposter,,"a person who puts up notices, signs and advertisements",0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Guild apprentice, Journeyman, Militia member",4,5
100000000118,Communications,Courier,,transports packages and documents.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Guild apprentice, Journeyman, Militia member",4,5
100000000119,Communications,Herald,,a messenger who carries important news.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Guild apprentice, Journeyman, Militia member",4,5
100000000120,Communications,Interpreter,,"interprets language and its meaning, especially within ancient manuscripts.",0,"Guild apprentice, Journeyman, Militia member","Master craftsman, Artisan, Miller, Scout",5,6
100000000121,Communications,Linguist,,"studies the essence of communication, including the units, nature, structure, and modification of language.",0,"Guild apprentice, Journeyman, Militia member","Master craftsman, Artisan, Miller, Scout",5,6
100000000122,Communications,Messenger,,carries messages between recipients.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Guild apprentice, Journeyman, Militia member",4,5
100000000123,Communications,Town Crier,,makes public announcements in the streets or marketplace.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Guild apprentice, Journeyman, Militia member",4,5
100000000124,Communications,Translator,,translates between languages.,0,"Guild apprentice, Journeyman, Militia member","Master craftsman, Artisan, Miller, Scout",5,6
100000000125,Craftmanship,Accoutrementer,,makes currency for the government.,0,"Guild apprentice, Journeyman, Militia member","Master craftsman, Artisan, Miller, Scout",5,6
100000000126,Craftmanship,Armorer,,specializes in making and repairing armor.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
100000000127,Craftmanship,Blacksmith,,"forges and repairs things in metal, including weapons, armor, utensils, etc.",1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
100000000128,Craftmanship,Bladesmith,,"specializes in making and repairing bladed weapons, especially swords and daggers.",1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
100000000129,Craftmanship,Bookbinder,,binds books and wraps scrolls.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
100000000130,Craftmanship,Bottler,,bottles drinks and other liquids.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
100000000131,Craftmanship,Bowyer,,makes bows and crossbows.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
100000000132,Craftmanship,Brewer,,brews ale.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
100000000133,Craftmanship,Broom Maker,,makes brooms and brushes.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
100000000134,Craftmanship,Candlemaker,,makes candles and wax from honey and tallow.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
100000000135,Craftmanship,Cartwright,,makes and repairs carts and wagons.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
100000000136,Craftmanship,Cobbler,,makes and repairs footwear.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
100000000137,Craftmanship,Cooper,,makes and repairs casks and barrels.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
100000000138,Craftmanship,Cutler,,makes cutlery.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
100000000139,Craftmanship,Dyer,,dyes cloth and other materials.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
100000000140,Craftmanship,Embroiderer,,ornaments with needlework.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
100000000141,Craftmanship,Engraver,,incises a design onto a hard surface by cutting grooves into it.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
100000000142,Craftmanship,Farrier,,trims and shoes horses’ hooves.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
100000000143,Craftmanship,Fletcher,,makes and repairs arrows.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
100000000144,Craftmanship,Furniture Artisan,,makes and repairs furniture.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
100000000145,Craftmanship,Furrier,,prepares furs for adornment.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
100000000146,Craftmanship,Glassworker,,blows glass planes and items.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
100000000147,Craftmanship,Glovemaker,,makes and repairs gloves.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
100000000148,Craftmanship,Goldsmith,,a smith who specializes in precious metals.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
100000000149,Craftmanship,Hatter,,makes and repairs headwear.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
100000000150,Craftmanship,Instrument Maker,,makes and repairs musical instruments.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
